age_group,demography,food_security_status,food_security_numeric,poverty_indicator,family_income,state,person_supplement_weight
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Louisiana,1710.77
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Mississippi,2593.31
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",New Jersey,4885.19
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",New York,32912.26
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Ohio,4146.93
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",South Carolina,8405.56
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",South Dakota,1009.41
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Tennessee,4444.1
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Texas,10770.14
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Utah,4853.19
(35-44),Women,Low Food Security,,0,"$50,000 to $59,999",Washington,5792.86
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Alabama,3345.37
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Arizona,5663.97
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",California,13846.11
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",District of Columbia,814.22
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Florida,22210.94
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Illinois,5590.83
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Indiana,8377.84
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Kansas,2120.13
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Louisiana,2350
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Maine,2826.28
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Maryland,5933.97
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Montana,1199.21
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Nevada,6003.09
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",New York,23226.85
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Pennsylvania,6292.33
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Texas,11937.39
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",Washington,3252.53
(35-44),Women,Low Food Security,,0,"$60,000 to $74,999",West Virginia,907.76
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Arizona,6372.56
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",California,14367.04
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Delaware,1076.83
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Illinois,3581.85
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Indiana,5211.15
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Kansas,2193.73
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Massachusetts,4302.88
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Minnesota,8829.7
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Montana,1708.74
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Nevada,4107.45
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",New Mexico,1681.54
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Oklahoma,2107.61
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Oregon,2938
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Pennsylvania,5423.82
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Tennessee,3813.11
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Texas,14189.03
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",West Virginia,2279.8
(35-44),Women,Low Food Security,,0,"$75,000 to $99,999",Wisconsin,7428.94
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",California,5150.84
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Georgia,4999.32
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Illinois,13780.15
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Louisiana,2179.33
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Montana,979.24
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",New Jersey,4958.05
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",New Mexico,1701.67
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Oklahoma,3702.25
(35-44),Women,Low Food Security,,1,"$10,000 to $12,499",Texas,18577.52
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Arizona,4592.58
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",California,15644.01
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Colorado,5658.96
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Georgia,5562.41
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Hawaii,1497.57
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Idaho,6551.91
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Illinois,9628.9
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Kentucky,23568.87
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Louisiana,8091.13
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Massachusetts,19682.76
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Michigan,20583.26
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",New Mexico,3350.29
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",New York,12110.12
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Oklahoma,9372.05
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",Texas,6856.38
(35-44),Women,Low Food Security,,1,"$100,000 to $149,999",West Virginia,1616.9
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",California,8376.72
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Connecticut,3092.73
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Florida,6890.19
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Georgia,6930.77
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Louisiana,3011.47
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Maryland,7803.34
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Mississippi,3391.38
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",New Jersey,7713.27
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",New York,8327.97
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Ohio,5153.56
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Texas,5589.44
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Utah,2725.28
(35-44),Women,Low Food Security,,1,"$12,500 to $14,999",Wyoming,486.17
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Arkansas,2660.08
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",California,17075.72
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Idaho,1507.39
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Kansas,3326.3
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Maryland,8156.09
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Massachusetts,4430.37
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Michigan,16748.03
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Mississippi,2787.7
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Nebraska,6831.97
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",New York,6068.48
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Ohio,6453.6
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Tennessee,4146.5
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Texas,13734.51
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Washington,4434.24
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",West Virginia,1444.93
(35-44),Women,Low Food Security,,1,"$15,000 to $19,999",Wisconsin,19357.25
(35-44),Women,Low Food Security,,1,"$150,000 or more",Alaska,1177.58
(35-44),Women,Low Food Security,,1,"$150,000 or more",New York,7001.91
(35-44),Women,Low Food Security,,1,"$150,000 or more",North Carolina,8643.76
(35-44),Women,Low Food Security,,1,"$150,000 or more",Oregon,6464.85
(35-44),Women,Low Food Security,,1,"$150,000 or more",Texas,7485.91
(35-44),Women,Low Food Security,,1,"$150,000 or more",West Virginia,1109.17
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Alabama,3170.64
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Arkansas,2649.93
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",California,24383.68
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Connecticut,8277.49
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Delaware,915.64
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Florida,6127.62
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Georgia,5492.58
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Illinois,3741.2
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Indiana,5389.71
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Kentucky,6209.71
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Louisiana,3339.63
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Maine,2243.36
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Mississippi,1893.4
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Missouri,10581.86
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Montana,1211.84
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Nebraska,2918.42
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",New Mexico,1760.6
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",New York,7529.82
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",North Carolina,8297.55
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",North Dakota,696.59
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Oklahoma,6106.18
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Pennsylvania,4268.79
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",South Carolina,5258.92
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Texas,19861.97
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Utah,2168.17
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Washington,5580.49
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",West Virginia,2878.49
(35-44),Women,Low Food Security,,1,"$20,000 to $24,999",Wyoming,505.66
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Alaska,419.18
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Arkansas,2497.41
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",California,18436.75
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Florida,21298.64
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Georgia,6210.65
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Hawaii,908.18
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Illinois,4151.33
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Louisiana,13874.48
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Maine,4895.53
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Mississippi,3653.32
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Nebraska,2569.24
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",New Jersey,7574.43
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",New York,5549.22
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",North Carolina,15569.79
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Ohio,8773.21
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Oklahoma,5544.89
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Oregon,2660.54
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Texas,7647.03
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",West Virginia,2914.8
(35-44),Women,Low Food Security,,1,"$25,000 to $29,999",Wyoming,1453.44
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Arkansas,2145.66
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",California,19472.85
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Colorado,4885.47
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Delaware,1057.75
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Florida,4875.06
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Georgia,14042.12
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Hawaii,869.5
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Illinois,4929.5
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Louisiana,6779.47
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Maryland,6461.32
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Michigan,5439.12
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Missouri,6860.63
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Nebraska,2075.31
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",New Hampshire,1364.63
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",New Jersey,5906.39
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Oklahoma,2809.4
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Pennsylvania,21437.69
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Tennessee,7174.35
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Texas,17391.47
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Utah,2248.75
(35-44),Women,Low Food Security,,1,"$30,000 to $34,999",Wyoming,468.96
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Arizona,8413.56
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Arkansas,3656.98
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",California,52154.62
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Delaware,2166.94
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",District of Columbia,1275.27
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Florida,14074.24
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Georgia,14796.29
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Illinois,14469.87
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Minnesota,5018.59
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Nevada,4545.76
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",New York,39971.77
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",North Carolina,23954.39
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",North Dakota,579.13
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Oregon,2790.96
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Pennsylvania,14400.15
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Tennessee,2735.28
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Texas,5932.9
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Utah,3429.07
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Virginia,6116.76
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Washington,4616.58
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",West Virginia,1194.15
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Wisconsin,6694.02
(35-44),Women,Low Food Security,,1,"$35,000 to $39,999",Wyoming,474.53
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Alabama,7894.71
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Arizona,7056.18
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",California,13072.89
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Colorado,4800.68
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Illinois,4864.31
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Kansas,3639.75
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Nevada,3169.39
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",New York,21644.08
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",North Carolina,13959.97
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",North Dakota,666.73
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Oregon,3028.89
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Pennsylvania,4317.53
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",South Dakota,1340.56
(35-44),Women,Low Food Security,,1,"$40,000 to $49,999",Texas,21589.73
(35-44),Women,Low Food Security,,1,"$5,000 to $7,499",South Carolina,7143.07
(35-44),Women,Low Food Security,,1,"$5,000 to $7,499",Texas,6096.89
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Arkansas,7004.15
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",California,25869.21
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Florida,27751.62
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Georgia,5912.87
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Hawaii,1097.33
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Idaho,1255.57
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Indiana,5555.01
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Iowa,3170.53
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Kansas,2414.6
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Massachusetts,2967.64
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",New York,22857.57
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Oregon,3056.12
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",South Dakota,1060.86
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Texas,13876.78
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Washington,12487.74
(35-44),Women,Low Food Security,,1,"$50,000 to $59,999",Wisconsin,3573.39
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Alabama,2023.42
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Alaska,833.43
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Arkansas,11716.16
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",California,23674.98
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Hawaii,1188.36
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Idaho,1521.23
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Illinois,3670.48
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Louisiana,7706.11
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Maryland,13590.79
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Massachusetts,9675.29
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Michigan,5149.1
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Missouri,4436.41
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Nebraska,2561.21
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",New York,22072.95
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Oklahoma,2733.92
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Texas,23734.08
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Virginia,0
(35-44),Women,Low Food Security,,1,"$60,000 to $74,999",Washington,7296.49
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",California,4236.4
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",Illinois,5638.9
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",Massachusetts,9445.75
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",New Jersey,5393.67
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",Texas,4930.93
(35-44),Women,Low Food Security,,1,"$7,500 to $9,999",Washington,6315.19
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Alabama,8478.16
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Alaska,399.57
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Arkansas,4266.06
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",California,17075.41
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Connecticut,3070.15
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Illinois,4096.57
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Indiana,6577.14
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Maine,5404.61
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Minnesota,5857.7
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",New York,6001.15
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",North Carolina,4761.39
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",North Dakota,1104.48
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Oregon,5373.19
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",South Carolina,4472.9
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Tennessee,4091.66
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Texas,11084.05
(35-44),Women,Low Food Security,,1,"$75,000 to $99,999",Virginia,8637.85
(35-44),Women,Low Food Security,,1,"Less than $5,000",Alabama,3862.96
(35-44),Women,Low Food Security,,1,"Less than $5,000",California,7144.34
(35-44),Women,Low Food Security,,1,"Less than $5,000",Florida,6400.29
(35-44),Women,Low Food Security,,1,"Less than $5,000",Georgia,5273.52
(35-44),Women,Low Food Security,,1,"Less than $5,000",Illinois,5181.17
(35-44),Women,Low Food Security,,1,"Less than $5,000",Indiana,4785.77
(35-44),Women,Low Food Security,,1,"Less than $5,000",Louisiana,2174.03
(35-44),Women,Low Food Security,,1,"Less than $5,000",Maine,5006.23
(35-44),Women,Low Food Security,,1,"Less than $5,000",Minnesota,4050.81
(35-44),Women,Low Food Security,,1,"Less than $5,000",Missouri,4543.07
(35-44),Women,Low Food Security,,1,"Less than $5,000",New Hampshire,2146.2
(35-44),Women,Low Food Security,,1,"Less than $5,000",New Jersey,5635.43
(35-44),Women,Low Food Security,,1,"Less than $5,000",New Mexico,1503.89
(35-44),Women,Low Food Security,,1,"Less than $5,000",New York,12672.99
(35-44),Women,Low Food Security,,1,"Less than $5,000",Pennsylvania,18124.1
(35-44),Women,Low Food Security,,1,"Less than $5,000",Texas,19716.45
(35-44),Women,Low Food Security,,1,"Less than $5,000",West Virginia,818.8
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",California,13655.19
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",Illinois,9482.79
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",Maryland,4477.32
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",North Carolina,18049.08
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",Ohio,5152.23
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",Texas,6443.23
(35-44),Women,Very Low Food Security,,0,"$100,000 to $149,999",Utah,2328.75
(35-44),Women,Very Low Food Security,,0,"$150,000 or more",Illinois,8620.58
(35-44),Women,Very Low Food Security,,0,"$150,000 or more",North Carolina,8517.48
(35-44),Women,Very Low Food Security,,0,"$150,000 or more",Texas,3605.15
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",California,4901.97
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Kentucky,5723.89
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Mississippi,4624.09
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Nevada,4030.98
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",New Mexico,5151.55
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Pennsylvania,8227.41
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Texas,15581.4
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Virginia,11177.55
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Washington,6360.1
(35-44),Women,Very Low Food Security,,0,"$40,000 to $49,999",Wisconsin,8658.36
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Florida,15256.36
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Georgia,8003.81
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Illinois,17034.98
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Kansas,2304.23
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Mississippi,2081.1
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",North Dakota,985.7
(35-44),Women,Very Low Food Security,,0,"$50,000 to $59,999",Oregon,2441.72
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",California,12641.74
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",Indiana,4992.69
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",Massachusetts,3180.74
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",Minnesota,5248.43
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",New Hampshire,1725.21
(35-44),Women,Very Low Food Security,,0,"$60,000 to $74,999",Pennsylvania,7421.89
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Arkansas,2169.62
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",California,6023.71
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Idaho,1605.59
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Indiana,5807.67
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Kentucky,5795.13
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Missouri,4553.54
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Nebraska,1668.93
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",New York,5293.48
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",North Dakota,1018.28
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Oklahoma,4263.31
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Tennessee,4002.12
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Texas,19589.5
(35-44),Women,Very Low Food Security,,0,"$75,000 to $99,999",Wyoming,536.83
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",California,3482.23
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Indiana,4328.03
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Louisiana,6393.55
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Massachusetts,4463.29
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Michigan,5279.04
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",New Jersey,6303.36
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",North Dakota,1064.04
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Rhode Island,1178.03
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",South Dakota,1738.52
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Texas,18250.21
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",Virginia,7178.74
(35-44),Women,Very Low Food Security,,1,"$10,000 to $12,499",West Virginia,1202.48
